#,abstract_canonical_key,kind,title,rule_summary,pattern,confidence,model,prompt_version
11,37e3eb363aac4f51b7a904b1d6416e8498f67eeeec46795f4cc8b1793e59eb33,IF,Prüfung auf fehlende Datenlänge,"Das Muster prüft, ob eine bestimmte Länge null ist. Bei dieser Bedingung wird eine Fehlermeldung gesetzt und eine Fehlerbehandlungsroutine ausgeführt. Es handelt sich um eine technische Prüfung auf das Vorhandensein von Daten.",DATA_VALIDATION,0.95,gpt-4.1-mini,v1
12,65479fbd18d91766662bec03b5f83324f3c2e43003a2493cd3aa5deef0864db8,EVALUATE,Technische Wertprüfung ohne Aktion,Das Muster prüft einen einzelnen Wert auf bestimmte Zahlen und führt keine Aktion aus. Es dient als Platzhalter oder zur Strukturierung ohne fachliche Entscheidung. Die Prüfung ist rein technisch und beeinflusst den Programmfluss nicht.,IDIOM_PATTERN,1,gpt-4.1-mini,v1
13,7998414eee80c94251876e2b9d3123160840d3cd48c99c5a3af4d6d725c65371,IF,Längenprüfung mit Rückgabecode bei Unterschreitung,"Prüft, ob eine bestimmte Länge kleiner als eine erforderliche Länge ist. Bei Unterschreitung wird ein Rückgabecode gesetzt. Dies dient der Validierung der Eingabelänge vor weiterer Verarbeitung.",DATA_VALIDATION,0.9,gpt-4.1-mini,v1
14,35e019b717464acdb097a500ee62c21bb827f7844479d94adcc8df6b47cdeb2a,IF,Fehlerbedingte Ablaufsteuerung über Rückgabecode,"Prüft, ob ein Rückgabecode ungleich Null ist. Bei Fehlern wird ein entsprechender Fehlerbehandlungsabsprung ausgeführt. Dient der Steuerung des Programmablaufs bei Fehlerzuständen.",CONTROL_FLOW_TEMPLATE,0.95,gpt-4.1-mini,v1
15,d0aade3fc92b7450e2aaf455d1c41c6a0e45f4f4fe4aae9a8bd37cf5f56f875e,IF,Steuerung des Programmablaufs bei positivem Wert,"Das Muster prüft, ob ein Zähler- oder Statuswert größer als Null ist. Bei erfüllter Bedingung wird ein Sprung zu einer bestimmten Programmstelle ausgeführt. Dies dient der Steuerung des Programmablaufs basierend auf einem technischen Statuswert.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
16,3713ed247c7550122cc33db3ea25d4d2f699059d9b243d8e2ca9c7e8788037c4,IF,Prüfung und Zuordnung von Hex-Werten,"Das Muster prüft, ob ein bestimmtes Feld einen definierten Hexadezimalwert hat. Bei Übereinstimmung wird ein entsprechender Wert in ein anderes Feld übertragen. Dies dient der direkten Zuordnung von Status- oder Kennzeichenwerten.",IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
17,3efc87b363d72ba2dc87b3d5e6d5ea1c3d81f91adb2d28d1dec9417de1628766,IF,Technische Längenprüfung mit identischer Datenbewegung,"Das Muster prüft eine technische Längenbedingung und führt in beiden Fällen dieselbe Datenbewegung aus. Die anschließenden Aktionen unterscheiden sich, sind aber nicht fachlich interpretierbar. Es handelt sich um eine technische Steuerung ohne erkennbare fachliche Entscheidung.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
18,afe2c5d23c67264c6e446d680477cf5f6659f66269ef1fce8dacd1ea92f1e91c,IF,Längenprüfung mit identischer Datenkopie,"Das Muster prüft, ob eine Längenangabe größer Null und kleiner als 91 ist. In beiden Fällen wird derselbe Datenbereich in ein Zielfeld kopiert. Die anschließenden Aktionen sind unabhängig vom Vergleichsergebnis identisch.",IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
19,619d2a992aa3608a696a8449ff1626be9a2d91d9d61ce86aedabe7dc641cc6d9,IF,Prüfung auf Grenzwert mit Fehler- und Erfolgsbehandlung,"Das Muster prüft, ob ein numerischer Wert ungleich einem bestimmten Grenzwert ist. Je nach Ergebnis wird eine Fehler- oder eine Erfolgsroutine ausgeführt. Es handelt sich um eine einfache Statusprüfung mit anschließender Steuerung.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
20,7a0dcc7a2db50745aced99cbc514e99a334223b42cf85dc975f7a59bcd8eadd9,IF,Erfolgreiche Datenübernahme bei Rückgabecode null,"Wenn der Rückgabecode null ist, wird ein Wert in ein Namens- oder E-Mail-Feld übertragen und ein Initialisierungsstatus als gültig gesetzt. Dies deutet auf eine erfolgreiche Datenübernahme hin. Die Regel prüft den Erfolg eines vorherigen Verarbeitungsschritts.",BUSINESS_RULE_CANDIDATE,0.95,gpt-4.1-mini,v1
21,f2579b0c4a2ffc77bb47870f5e283a50d20640db724382a3c3c406276d38d8db,IF,Erfolgsprüfung vor Prozeduraufruf,"Das Muster prüft, ob ein Rückgabecode den Wert Null hat. Bei erfüllter Bedingung wird eine Folge von Prozeduren ausgeführt. Dies deutet auf eine Erfolgskontrolle vor der weiteren Verarbeitung hin.",IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
22,f2edcdaf5fe665828d0c9c9a7d2e773e73bd09e2461a8773345a8a6112b7112e,IF,Technische Ablaufsteuerung mit Statusprüfung,"Das Muster prüft zwei Werte auf bestimmte Konstanten und führt je nach Ergebnis unterschiedliche Verarbeitungsroutinen aus. Es steuert damit den Ablauf basierend auf technischen Statuswerten. Die Entscheidung betrifft keine fachliche Geschäftslogik, sondern ein technisches Steuerungsverhalten.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
23,f37ec61a032452bb55400ba785d75110faf83a902ef7c2a56d61be6a2450d62e,EVALUATE,Zuordnung von Kartentyp basierend auf Kontonummer,Das Muster weist einer Zielvariablen basierend auf dem Wert einer Eingabevariable eine bestimmte Zeichenkette zu. Es handelt sich um eine einfache Zuordnung ohne Else-Zweig. Die Entscheidung erfolgt durch Vergleich der Eingabe mit einem festen String.,BUSINESS_RULE_CANDIDATE,0.9,gpt-4.1-mini,v1
24,4f55cf9c0aa4ef3da55fa9f02d6e8a4262a3ae075a9de8cd5959f403ff203932,IF,Wertübernahme bei Ungleichheit,"Das Muster vergleicht zwei Werte und übernimmt den jeweils unterschiedlichen Wert in ein Ziel. Es dient dazu, den aktuellen oder neuen Wert in ein Zielattribut zu schreiben. Die Entscheidung basiert auf einem einfachen Ungleichheitsvergleich zweier Datenfelder.",IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
25,3bbd3e024d0fdf9032003afdf1ca4492e0f8d8d53b10c5778724e698dd8bbda0,IF,Prüfung und Behandlung von Datei- oder Log-Status,Das Muster prüft den Erfolg einer Datei- oder Log-Operation. Bei Erfolg wird die Verarbeitung fortgesetzt. Bei Fehlern erfolgt eine Fehlermeldung und Programmabbruch.,IDIOM_PATTERN,0.95,gpt-4.1-mini,v1
26,e5de5c805a4d2b29cce941827873685f6d0fbd82c9460a55a98a4c2f7742de3f,EVALUATE,Auswahl der Anspruchsverarbeitungsaktion,Das Muster wertet eine Anforderungsaktion aus und führt je nach Aktion eine spezifische Unterroutine aus. Es handelt sich um eine einfache Auswahl basierend auf einem Aktionscode. Die Struktur steuert die Verarbeitung von Anspruchsdatensätzen.,CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
27,269aba2f4179b89138410e6bc926540e9ef079d4f2c1360b1b3cef0625ae5523,EVALUATE,Jahreswert-basierte Prozedurwahl,Das Muster wählt eine spezifische Prozedur basierend auf dem Wert eines Jahresfeldes aus. Für jedes erkannte Jahr wird eine entsprechende Routine mit mehreren Parametern aufgerufen. Es handelt sich um eine Jahreswert-basierte Verarbeitungsentscheidung.,BUSINESS_RULE_CANDIDATE,0.9,gpt-4.1-mini,v1
28,c32808f720dd42a77c1767d046946573b532d66dbfe442bd28a81363a0028e23,EVALUATE,Kundennamen basierend auf Kontonummer zuweisen,Das Muster weist einem Kundenfeld einen Namen basierend auf der Kontonummer zu. Es handelt sich um eine direkte Zuordnung von Kontonummern zu Kundennamen. Keine weiteren Verzweigungen oder Prüfungen sind enthalten.,BUSINESS_RULE_CANDIDATE,0.9,gpt-4.1-mini,v1
29,129fe16b8fda1f78a88a8d6145b91fa77eea12165ee2abda0954677a6b838578,IF,Dateischließung bei Schließaktion,"Das Muster prüft, ob eine Schließaktion ausgelöst wurde, und schließt daraufhin eine Datei. Es handelt sich um eine direkte Steuerung der Dateibehandlung basierend auf einem Steuerungsflag. Die Regel steuert den Ablauf der Dateiverarbeitung.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
30,20a9d5c2cd62ad7902dbcd67282c0a20660af94219ef2987fb13cc6f85173184,IF,Steuerung der Leseaktion und Datenbeschaffung,"Die Regel prüft, ob eine Leseaktion ausgeführt werden soll. Bei positiver Prüfung wird ein Leseprozess gestartet, der Datensätze einliest, bis das Ende der Datei erreicht ist oder eine Abbruchbedingung eintritt. Dies steuert den Ablauf der Datenbeschaffung.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
31,9ba07ecf7b721fac5bc9ed9e1cb492984c5d4625f2d4e816ba47a515f0e52efb,EVALUATE,Zuweisung von Anzeigeelement bei Anfragetyp X,"Wenn der Anfragetyp 'X' ist, wird ein Elementname in einen Bildschirm- oder Menü-Namen kopiert. Die Regel steuert die Zuweisung von Anzeigeelementen basierend auf dem Anfragetyp. Es handelt sich um eine einfache Zuordnung ohne weitere Verzweigungen.",BUSINESS_RULE_CANDIDATE,0.9,gpt-4.1-mini,v1
32,a12100ffb2de08246a2a85a6676f8b7e90fcbfc2d6fd61d53d671fe094440162,IF,Verarbeitung von Datensätzen vor Dateiende,"Die Regel prüft, ob das Ende einer Eingabedatei noch nicht erreicht ist. Wenn dies zutrifft, wird ein Eingabedatensatz in eine interne Datenstruktur übernommen. Dies dient der sequentiellen Verarbeitung von Datensätzen aus einer Datei.",CONTROL_FLOW_TEMPLATE,0.95,gpt-4.1-mini,v1
33,c266f24ddf6bd04f731887d9d9dffb4642879bf451753aa830367ad0c35456ea,IF,Fehlerprüfung und Verbindungsstatus setzen,Das Muster prüft das Ergebnis einer Datenbankoperation auf Fehler. Bei Fehlern wird eine Fehlerbehandlungsroutine ausgeführt. Bei Erfolg wird ein Verbindungsstatus auf wahr gesetzt.,CONTROL_FLOW_TEMPLATE,1,gpt-4.1-mini,v1
34,d44e34a7bf8820a6a015c20adc1198794414c537d843a1dc2d6e91d93537f946,IF,Aktivierungsprüfung für Protokollierung und Verarbeitung,"Die Regel prüft, ob die Protokollierung aktiviert ist. Bei Aktivierung werden die Länge der Protokollnachricht und die aktuelle Tasknummer gesetzt. Anschließend erfolgt eine technische Verarbeitung im EXEC-Block.",CONTROL_FLOW_TEMPLATE,1,gpt-4.1-mini,v1
35,e7ede17dcbc8198938f573abf941d0bb35bbdc580c333e0c77651af3361f3767,IF,Dateiöffnungsprüfung und Initialisierung,"Prüft, ob eine Datei nicht geöffnet ist, und öffnet sie dann. Dabei werden Statusflags für geöffnete Datei und Dateiende gesetzt. Dieses Muster steuert die Initialisierung des Datei-Zugriffs.",CONTROL_FLOW_TEMPLATE,1,gpt-4.1-mini,v1
36,2a3f79a134d9df0fd04147f6eea0b7b66febfec9abcf8f78a406056936c2bf18,IF,Statuscodeprüfung mit Fehlerbehandlung,"Das Muster prüft, ob ein bestimmter Statuscode ungleich einem definierten Wert ist. Bei Abweichung wird eine Fehlerbehandlungsroutine ausgeführt. Es handelt sich um eine technische Statusprüfung zur Fehlererkennung.",IDIOM_PATTERN,1,gpt-4.1-mini,v1
37,64c5135f90c9a50811f4174aa094c74828367b3981a44281ee24bebe927e00f1,IF,Fehlercodeprüfung mit Sprung zur Fehlerbehandlung,"Prüft, ob ein Rückgabecode einen Fehler anzeigt und steuert dann den Programmfluss zu einer Fehlerbehandlungsroutine. Die Bedingung löst eine Anzeige und einen Sprung zu einer spezifischen Fehlerbehandlung aus. Dieses Muster dient der Fehlererkennung und -steuerung im Programmablauf.",CONTROL_FLOW_TEMPLATE,0.95,gpt-4.1-mini,v1
38,fff6cd89370748bb7829557b5785ae03d7f2080e8637d16076c989721f46fed1,IF,Gleichheitsprüfung mit bedingtem Sprung,"Das Muster prüft, ob zwei Werte gleich sind und springt bei Übereinstimmung zu einer bestimmten Programmstelle. Es handelt sich um eine einfache Gleichheitsprüfung mit bedingtem Sprung. Diese Struktur dient der Steuerung des Programmablaufs basierend auf Wertvergleichen.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
39,0d20e780f9a3df74b25f2f71f3dbfe08745eb1d91060667c545a3304d304ab6f,EVALUATE,Verarbeitung basierend auf HTTP-Methode,Das Muster steuert die Ausführung von Verarbeitungsroutinen basierend auf dem HTTP-Methodentyp. Für jede HTTP-Methode wird eine spezifische Prozedur aufgerufen. Es handelt sich um eine technische Ablaufsteuerung ohne weitere fachliche Logik.,CONTROL_FLOW_TEMPLATE,0.95,gpt-4.1-mini,v1
40,1817e69b7f9caaa901f6aaedde707ab4cbabfde1920630d35000b68bc3eec8b8,IF,SQLCODE-Prüfung mit Fehlerbehandlung,Das Muster prüft den SQLCODE auf den Wert 100. Bei Übereinstimmung wird ein bestimmter Rückgabecode gesetzt. Andernfalls wird ein Fehlercode gesetzt und eine Fehlerbehandlungsroutine ausgeführt.,CONTROL_FLOW_TEMPLATE,1,gpt-4.1-mini,v1
41,1f3d3c73fcf56240c78555b93d56879483426591e10affe6588d902675d83820,EVALUATE,Steuerung des Programmflusses bei Antwortcode 0,Das Muster prüft einen Antwortcode auf den Wert Null. Bei Übereinstimmung wird ein Rückgabecode auf Null gesetzt und ein definierter Programmabschnitt angesprungen. Dies dient der Steuerung des Programmflusses nach erfolgreicher Antwort.,CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
42,1f97ebe358aae1e045e06e021893247d6e27e35bd06d69c5b537aaa06b0b39af,IF,Verarbeitung bis Dateiende prüfen,"Die Regel prüft, ob das Ende einer Eingabedatei noch nicht erreicht ist. Wenn noch Daten vorhanden sind, werden Textdaten in Ausgabefelder übertragen und ein Ausgabedatensatz geschrieben. Dies steuert die Verarbeitung von Dateiinhalt bis zum Dateiende.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
43,3f08f87f7a75660e40b6bd2bd025f03040786d0aab742cdd3bf5dfc522c41af3,EVALUATE,Fehlerbehandlung bei SQL-Ausführung,Das Muster behandelt Fehlerfälle bei der Ausführung von SQL-Anweisungen. Bei einem unerwarteten SQL-Code wird ein Fehlercode gesetzt und eine Fehlermeldung ausgegeben. Es dient der Fehlerbehandlung nach Datenbankzugriffen.,CONTROL_FLOW_TEMPLATE,0.95,gpt-4.1-mini,v1
44,42c8804b2526447211faf5a6125d4c6af7d81fc004d003065b43e50ef848841b,IF,Verarbeitung bei Nicht-Dateiende,"Die Regel prüft, ob das Ende einer Eingabedatei noch nicht erreicht ist. Wenn dies zutrifft, wird ein Textabschnitt in eine Ausgabestruktur kopiert und ein Statusfeld zurückgesetzt. Dies dient der Steuerung der Datenverarbeitung basierend auf dem Datei-Ende.",CONTROL_FLOW_TEMPLATE,0.95,gpt-4.1-mini,v1
45,4643ab546adde2330242a8875268b15eff5932aa2a0de4630030668d51f7055b,IF,Prüfung und Übertragung des Werts 'NULL',"Wenn ein bestimmtes Feld den Wert 'NULL' hat, wird der Wert 'NULL' in ein anderes Feld geschrieben. Dies dient der Übertragung oder Kennzeichnung eines speziellen Zustands. Es handelt sich um eine einfache Wertzuweisung basierend auf einer Gleichheitsprüfung.",IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
46,4cfa46e522dd4d14935ffcf636d7f9ac86932ec9ddf9d527312686c26310f0fb,IF,Ungleichheitsprüfung mit Sprung zur Steuerung,"Das Muster prüft, ob zwei Werte ungleich sind, und springt bei Ungleichheit zu einer anderen Programmstelle. Es handelt sich um eine einfache Steuerung des Programmflusses basierend auf einem Vergleich. Diese Struktur dient der technischen Ablaufsteuerung ohne weitere fachliche Logik.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
47,d7de89c7fca99d8e39ace4da7406d66a38b2d39f6f0097896b461fcb9af6a84f,IF,Prüfung auf positiven Leerzeichen-Zähler,"Das Muster prüft, ob ein Zähler für Leerzeichen größer als Null ist. Bei positiver Prüfung wird keine Aktion ausgeführt. Es handelt sich um eine technische Statusprüfung ohne fachliche Entscheidung.",IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
48,1006c105774d9743e4d9972a03b90b6fb9e74aad85d53207325aa4bf4fab7b6f,EVALUATE,Spielzug-Auswahl basierend auf Eingabewert,"Das Muster ordnet basierend auf einem Eingabewert eine Spielauswahl zu. Es übersetzt numerische Eingaben in Spielzüge wie Stein, Schere oder Papier. Die Regel beschreibt eine einfache Auswahlzuweisung ohne weitere Verzweigungen.",BUSINESS_RULE_CANDIDATE,0.9,gpt-4.1-mini,v1
49,1d95c744ae02fff72f3dd68dc1ae5629f53662b0a66029769a7457a2c1e736c1,IF,Feste Wertzuweisung nach Stringvergleich,Das Muster trifft eine Entscheidung basierend auf dem Vergleich eines Eingabewerts mit einem festen String. Je nach Ergebnis wird ein entsprechender Wert oder Text in ein Ausgabefeld geschrieben. Es handelt sich um eine einfache Auswahl zwischen zwei festgelegten Alternativen.,BUSINESS_RULE_CANDIDATE,0.9,gpt-4.1-mini,v1
50,1ecdab08f2343d18b7202a2160171e7a378c551c6d7030ac80e0a658536b77fa,EVALUATE,Jahresabhängige Prozeduraufrufsteuerung,Das Muster ruft je nach Jahreszahl eine spezifische Prozedur auf. Es handelt sich um eine Auswahl der Verarbeitungsroutine basierend auf dem Jahr. Keine weiteren Bedingungen oder Alternativen sind definiert.,CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
51,3a192ae36a6dc55f1e55a79449df1f06b8cc7bbab263532a2828f0985c94e8d8,IF,Markierung des Monatsendes am 29. Tag,"Wenn der Tag des Monats 29 ist, wird ein Kennzeichen für das Monatsende gesetzt. Diese Regel identifiziert speziell den 29. Tag als Auslöser für die Markierung. Es handelt sich um eine einfache Zuordnung basierend auf dem Tageswert.",BUSINESS_RULE_CANDIDATE,0.9,gpt-4.1-mini,v1
52,45f7746f04abd272a685f94d1ff10bd5bfe8548a381ec7b6f62486ecda9819d6,IF,Validierung leerer Adresspflichtfelder,"Prüft, ob ein Adressfeld leer oder mit Null belegt ist. Bei leerem Feld wird eine Fehlermeldung gesetzt und die Verarbeitung abgebrochen. Dies dient der Validierung von Pflichtfeldern in der Adresseingabe.",DATA_VALIDATION,1,gpt-4.1-mini,v1
53,9877d4a98fc396d7ee65c10c0d458095c7073bb0e111e93344359d5e9457d340,IF,Ablaufsteuerung bei Datenbankverbindung,"Das Muster prüft, ob eine Datenbankverbindung besteht. Bei positiver Prüfung werden zwei Verarbeitungsroutinen nacheinander ausgeführt, darunter eine zur Trennung der Verbindung. Es handelt sich um eine technische Ablaufsteuerung im Zusammenhang mit Datenbankzugriffen.",CONTROL_FLOW_TEMPLATE,0.95,gpt-4.1-mini,v1
54,9a714fcef17ac762aeb791a28639197e0b893d518f47e659e00f4fdce78e533f,IF,Gewinnbedingung im Stein-Schere-Papier-Spiel,"Das Muster beschreibt eine Gewinnbedingung im Spiel Stein-Schere-Papier. Wenn die Wahl des Spielers eine bestimmte Option ist und die des Computers eine unterlegene, wird ein Gewinntext gesetzt. Es handelt sich um eine fachliche Entscheidung zur Spielauswertung.",BUSINESS_RULE_CANDIDATE,1,gpt-4.1-mini,v1
55,a5f1bc886d95adac424d8a7161389ae87101aa67261334a99e23a6622f28557e,EVALUATE,Technische Statusprüfung ohne Aktion,Das Muster prüft einen Antwortcode und führt bei Übereinstimmung keine Aktion aus. Es handelt sich um eine technische Statusprüfung ohne fachliche Entscheidung. Die Struktur dient der expliziten Behandlung eines bestimmten Statuswerts.,IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
56,d588fe5466d964d9e0155f9fd93cbc8da4620cdead8c0ea54dd1e229ddd1a5d4,IF,Technische Fehlerbehandlung bei Antwortprüfung,"Das Muster prüft, ob eine Antwort ungleich einem Referenzwert ist. Bei Ungleichheit wird eine allgemeine Abbruchroutine ausgeführt. Es handelt sich um eine technische Fehlerbehandlung.",CONTROL_FLOW_TEMPLATE,0.95,gpt-4.1-mini,v1
57,e1c91b2425d1c37d1eb4c450c7f7a22177b9250cae12484cc3dca3c2cd4b8a82,IF,Fehlerbehandlung bei SQL-Code-Abfrage,"Prüft, ob ein SQL-Code ungleich Null ist, und setzt bei Fehlern einen Rückgabecode. Anschließend wird eine Fehlernachricht ausgegeben. Dies dient der Fehlerbehandlung nach Datenbankzugriffen.",CONTROL_FLOW_TEMPLATE,1,gpt-4.1-mini,v1
58,fa76d81ba6eba338c67cd88c47e20f4866ecfae4cc0443baf40c447dd9fcf10f,IF,Einfache Zeichenwertprüfung mit Aktion,"Das Muster prüft, ob ein bestimmtes Feld einen festgelegten Zeichenwert besitzt. Bei Übereinstimmung wird eine Aktion ausgeführt. Es handelt sich um eine einfache Wertvergleichsbedingung ohne Else-Zweig.",IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
59,fbbaef76b96961ccfa3e5ff58e81d12e8a07b1426bd983134f6a5ca01d2840f8,IF,Steuerung des Programmflusses bei Wertvergleich,"Das Muster prüft, ob ein Zähler oder Statuswert einen bestimmten Wert erreicht hat. Bei Übereinstimmung wird ein Sprung zu einer definierten Programmstelle ausgeführt. Es handelt sich um eine einfache Steuerung des Programmflusses basierend auf einem Wertvergleich.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
60,327c5e3d4f6338902e3ce17dc1d7edcbde493b206717fda16997fcb2a2d61c92,IF,Binäre Statuszuweisung basierend auf Bedingung,Das Muster setzt ein Ergebnisfeld auf '1' oder '0' basierend auf einem booleschen Schalter. Es handelt sich um eine einfache Statuszuweisung abhängig von einer Bedingung. Die Regel kodiert eine binäre Entscheidung als Zeichenwert.,IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
61,449621167353cc41b0dbd551148db07a54e2318ec61696c5ee400fa9536ab220,EVALUATE,Standardbehandlung unbekannter Anfragetypen,Das Muster behandelt unbekannte oder nicht spezifizierte Anfragetypen. In diesem Fall wird ein Rückgabecode mit dem Wert 1 gesetzt. Es dient zur Standardbehandlung von nicht erfassten Fällen.,CONTROL_FLOW_TEMPLATE,1,gpt-4.1-mini,v1
62,71eb10c63e6e34cfb94517d4630c16067729c43b7e51c17eaff93ae06ad85540,IF,Prüfung auf ungleichen Antwortstatus,"Das Muster prüft, ob eine Antwortvariable ungleich einem Referenzwert ist. Bei Ungleichheit wird eine Aktion ausgeführt, hier durch einen technischen Block repräsentiert. Es handelt sich um eine einfache Status- oder Vergleichsprüfung ohne weitere Verzweigungen.",IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
63,91878ccf984c6d01c8a63f019c946d369932968318b8ba0840c31170c3e5f17c,IF,Technische Ablaufsteuerung per Wertvergleich,"Das Muster prüft, ob ein bestimmtes Feld einen festen Wert hat und steuert daraufhin den Programmfluss zu einer definierten Sprungmarke. Es handelt sich um eine einfache Wertvergleichsbedingung mit direkter Weiterleitung. Diese Struktur dient der technischen Ablaufsteuerung im Programm.",CONTROL_FLOW_TEMPLATE,1,gpt-4.1-mini,v1
