#,id,char_pos,line_no,message,offending_token,status,program_id,parse_mode,snippet
1,876,0,1,"mismatched input 'attribute' expecting {ID, IDENTIFICATION}",attribute,PARSER_ERROR,876,FULL,"    1 | attribute System.CodeDom.Compiler.GeneratedCode(""System.Resou
"
18,893,18,12,"extraneous input 'blank' expecting {ACCEPT, ADD, ALTER, CALL, CANCEL, CLOSE, COMPUTE, CONTINUE, DELETE, DISABLE, DISPLAY, DIVIDE, ENABLE, ENTRY, EVALUATE, EXHIBIT, EXIT, GENERATE, GOBACK, GO, IF, INITIALIZE, INITIATE, INSPECT, MERGE, MOVE, MULTIPLY, OPEN, PERFORM, PURGE, READ, RECEIVE, RELEASE, RETURN, REWRITE, SEARCH, SEND, SET, SORT, START, STOP, STRING, SUBTRACT, TERMINATE, UNSTRING, WRITE, DOT_FS, EXECCICSLINE, EXECSQLIMSLINE, EXECSQLLINE}",blank,PARSER_ERROR,893,FULL,"   10 | procedure division.
   11 | main-procedure.
   12 |     display space blank screen
   13 |     display ""Keyboard Commands:"" at 0107 underline highlight
   14 |     display
"
19,894,12,69,"extraneous input 'l-map-dat-file' expecting {ACCEPT, ADD, ALTER, CALL, CANCEL, CLOSE, COMPUTE, CONTINUE, DELETE, DISABLE, DISPLAY, DIVIDE, ENABLE, ENTRY, EVALUATE, EXHIBIT, EXIT, GENERATE, GOBACK, GO, IF, INITIALIZE, INITIATE, INSPECT, MERGE, MOVE, MULTIPLY, OPEN, PERFORM, PURGE, READ, RECEIVE, RELEASE, RETURN, REWRITE, SEARCH, SEND, SET, SORT, START, STOP, STRING, SUBTRACT, TERMINATE, UNSTRING, WRITE, DOT_FS, EXECCICSLINE, EXECSQLIMSLINE, EXECSQLLINE}",l-map-dat-file,PARSER_ERROR,894,FULL,"   67 |         display
   68 |             ""Failed to open tile data: "" at 0101
   69 |             l-map-dat-file at 0130
   70 |         end-display
   71 |         move ws-load-status-fail to l-return-code
"
20,895,40,26,"extraneous input 'any' expecting {ABORT, ALIGNED, ALL, AS, ASCII, ASSOCIATED_DATA, ASSOCIATED_DATA_LENGTH, ATTRIBUTE, AUTO, AUTO_SKIP, BACKGROUND_COLOR, BACKGROUND_COLOUR, BEEP, BELL, BINARY, BIT, BLANK, BLINK, BOUNDS, BY, CAPABLE, CCSVERSION, CHANGED, CHANNEL, CLOSE_DISPOSITION, COBOL, COMMITMENT, COMMON, COMP, COMP_1, COMP_2, COMP_3, COMP_4, COMP_5, COMPUTATIONAL, COMPUTATIONAL_1, COMPUTATIONAL_2, COMPUTATIONAL_3, COMPUTATIONAL_4, COMPUTATIONAL_5, CONTENT, CONTROL_POINT, CONVENTION, CRUNCH, CURSOR, DATE, DEFAULT, DEFAULT_DISPLAY, DEFINITION, DFHRESP, DFHVALUE, DISK, DISPLAY, DISPLAY_1, DONTCARE, DOUBLE, EBCDIC, EMPTY_CHECK, ENTER, ENTRY_PROCEDURE, ERASE, EOL, EOS, ESCAPE, EVENT, EXCLUSIVE, EXPORT, EXTENDED, EXTERNAL, FALSE, FOREGROUND_COLOR, FOREGROUND_COLOUR, FULL, FUNCTIONNAME, FUNCTION_POINTER, GLOBAL, GRID, HIGHLIGHT, HIGH_VALUE, HIGH_VALUES, IMPLICIT, IMPORT, INDEX, INTEGER, IS, JUST, JUSTIFIED, KANJI, KEPT, KEYBOARD, LANGUAGE, LB, LD, LEADING, LEFTLINE, LENGTH_CHECK, LIBACCESS, LIBPARAMETER, LIBRARY, LIST, LOCAL, LOCK, LONG_DATE, LONG_TIME, LOWER, LOWLIGHT, LOW_VALUE, LOW_VALUES, MMDDYYYY, NAMED, NATIONAL, NATIONAL_EDITED, NETWORK, NO_ECHO, NULL_, NULLS, NUMERIC_DATE, NUMERIC_TIME, OCCURS, ODT, ORDERLY, OVERLINE, OWN, PACKED_DECIMAL, PASSWORD, PIC, PICTURE, POINTER, PORT, PRINTER, PRIVATE, PROCEDURE_POINTER, PROCESS, PROGRAM, PROMPT, QUOTE, QUOTES, READER, REMOTE, REAL, RECEIVED, RECORD, RECURSIVE, REDEFINES, REF, REFERENCE, REMOVE, REQUIRED, REVERSE_VIDEO, SAVE, SECURE, SHARED, SHAREDBYALL, SHAREDBYRUNUNIT, SHARING, SHORT_DATE, SIGN, SPACE, SPACES, STRING, SYMBOL, SYNC, SYNCHRONIZED, TASK, THREAD, THREAD_LOCAL, TIMER, TODAYS_DATE, TODAYS_NAME, TRAILING, TRUE, TRUNCATED, TYPE, TYPEDEF, UNDERLINE, USAGE, USING, VALUE, VALUES, VIRTUAL, WAIT, WITH, YEAR, YYYYMMDD, YYYYDDD, ZERO, ZERO_FILL, ZEROS, ZEROES, DOT_FS, NONNUMERICLITERAL, '66', '77', '88', INTEGERLITERAL, NUMERICLITERAL, IDENTIFIER}",any,PARSER_ERROR,895,FULL,"   24 | 01  ls-param-pointer              pic 9 comp value 1.
   25 | linkage section.
   26 | 01  l-command-args                pic x any length.
   27 | 01  l-map-name                    pic x.
   28 | 01  l-map-name-temp               pic x.
"
21,896,29,43,"extraneous input 'at' expecting {ACCEPT, ADD, ALTER, CALL, CANCEL, CLOSE, COMPUTE, CONTINUE, DELETE, DISABLE, DISPLAY, DIVIDE, ENABLE, ENTRY, EVALUATE, EXHIBIT, EXIT, GENERATE, GOBACK, GO, IF, INITIALIZE, INITIATE, INSPECT, MERGE, MOVE, MULTIPLY, OPEN, PERFORM, PURGE, READ, RECEIVE, RELEASE, RETURN, REWRITE, SEARCH, SEND, SET, SORT, START, STOP, STRING, SUBTRACT, TERMINATE, UNSTRING, WRITE, DOT_FS, EXECCICSLINE, EXECSQLIMSLINE, EXECSQLLINE}",at,PARSER_ERROR,896,FULL,"   41 |             display ws-blank-line at 2101
   42 |             display ""Not implemented. Press any key."" at 2101
   43 |             accept ws-filler at 2150 with auto-skip no-echo
   44 |             display ws-blank-line at 2101
   45 |             move zeros to l-cursor-tile-effect-id
"
22,897,26,49,"extraneous input 'blank' expecting {ACCEPT, ADD, ALTER, CALL, CANCEL, CLOSE, COMPUTE, CONTINUE, DELETE, DISABLE, DISPLAY, DIVIDE, ENABLE, ENTRY, EVALUATE, EXHIBIT, EXIT, GENERATE, GOBACK, GO, IF, INITIALIZE, INITIATE, INSPECT, MERGE, MOVE, MULTIPLY, OPEN, PERFORM, PURGE, READ, RECEIVE, RELEASE, RETURN, REWRITE, SEARCH, SEND, SET, SORT, START, STOP, STRING, SUBTRACT, TERMINATE, UNSTRING, WRITE, DOT_FS, EXECCICSLINE, EXECSQLIMSLINE, EXECSQLLINE}",blank,PARSER_ERROR,897,FULL,"   47 |         when COB-SCR-ESC
   48 |             move 9 to l-return-code
   49 |             display space blank screen
   50 |             goback
   51 |     end-evaluate
"
23,898,41,62,"missing {'66', '77', '88', INTEGERLITERAL} at 'ws-max-map-height'",ws-max-map-height,PARSER_ERROR,898,FULL,"   60 |             88  ws-equip-armor-bless    value ""+"".
   61 | 01  ws-map-explored-data.
   62 |     05  ws-map-explored-y         occurs ws-max-map-height times.
   63 |         10  ws-map-explored-x     occurs ws-max-map-width times.
   64 |             15  ws-map-explored        pic a value 'N'.
"
24,899,12,26,"extraneous input 'end-display' expecting {ACCEPT, ADD, ALTER, CALL, CANCEL, CLOSE, COMPUTE, CONTINUE, DELETE, DISABLE, DISPLAY, DIVIDE, ENABLE, END_PERFORM, ENTRY, EVALUATE, EXHIBIT, EXIT, GENERATE, GOBACK, GO, IF, INITIALIZE, INITIATE, INSPECT, MERGE, MOVE, MULTIPLY, OPEN, PERFORM, PURGE, READ, RECEIVE, RELEASE, RETURN, REWRITE, SEARCH, SEND, SET, SORT, START, STOP, STRING, SUBTRACT, TERMINATE, UNSTRING, WRITE, EXECCICSLINE, EXECSQLIMSLINE, EXECSQLLINE}",end-display,PARSER_ERROR,899,FULL,"   24 |             display l-action-history-text
   25 |                 at ls-draw-pos
   26 |             end-display
   27 |             add 1 to ls-draw-y
   28 |         end-if
"
25,900,,,OK (procedure-only fallback),,VALID,900,PROCEDURE_ONLY,"    1 |        IDENTIFICATION DIVISION.
    2 |        PROGRAM-ID. DUMMY.
    3 |        PROCEDURE DIVISION.
    4 | MAIN-PROCEDURE.
    5 |     DISPLAY ""Hello world""
    6 |     GOBACK.
"
26,901,,,OK,,VALID,901,FULL,
27,902,,,OK,,VALID,902,FULL,
28,903,,,OK,,VALID,903,FULL,
29,904,,,OK (procedure-only fallback),,VALID,904,PROCEDURE_ONLY,"    1 |        IDENTIFICATION DIVISION.
    2 |        PROGRAM-ID. DUMMY.
    3 |        PROCEDURE DIVISION.
    4 | MAIN-PROCEDURE.
    5 |     PERFORM ARRAY-ONE.
    6 |     PERFORM ARRAY-TWO.
"
30,905,,,OK,,VALID,905,FULL,
31,906,,,OK,,VALID,906,FULL,
32,907,16,8,"mismatched input 'BINARY-LONG' expecting {BINARY, BIT, COMP, COMP_1, COMP_2, COMP_3, COMP_4, COMP_5, COMPUTATIONAL, COMPUTATIONAL_1, COMPUTATIONAL_2, COMPUTATIONAL_3, COMPUTATIONAL_4, COMPUTATIONAL_5, CONTROL_POINT, DATE, DISPLAY, DISPLAY_1, DOUBLE, EVENT, FUNCTION_POINTER, INDEX, IS, KANJI, LOCK, NATIONAL, PACKED_DECIMAL, POINTER, PROCEDURE_POINTER, REAL, TASK}",BINARY-LONG,PARSER_ERROR,907,FULL,"    6 | DATA DIVISION.
    7 | WORKING-STORAGE SECTION.
    8 | 01 R-CODE USAGE BINARY-LONG.
    9 | 01 ESC-KEY PIC 9.
   10 | 01 SRC-WIDTH PIC 999 VALUE 800.
"
33,908,,,OK,,VALID,908,FULL,
34,909,,,OK,,VALID,909,FULL,
35,910,,,OK,,VALID,910,FULL,
36,911,,,OK,,VALID,911,FULL,
37,912,,,OK,,VALID,912,FULL,
38,913,,,OK,,VALID,913,FULL,
39,914,,,OK,,VALID,914,FULL,
40,915,27,7,"missing {'66', '77', '88', INTEGERLITERAL} at 'W-LEN-ARR'",W-LEN-ARR,PARSER_ERROR,915,FULL,"    5 | WORKING-STORAGE SECTION.
    6 |     78 W-LEN-ARR VALUE 10.
    7 |     01 W-ARR PIC 99 OCCURS W-LEN-ARR TIMES.
    8 |     01 W-J PIC 99 VALUE 1.
    9 |     01 W-K PIC 99 VALUE 1.
"
41,916,,,OK,,VALID,916,FULL,
42,917,,,OK (procedure-only fallback),,VALID,917,PROCEDURE_ONLY,"    1 |        IDENTIFICATION DIVISION.
    2 |        PROGRAM-ID. DUMMY.
    3 |        PROCEDURE DIVISION.
    4 | MAIN-PROCEDURE.
    5 |     PERFORM INIT-SEED.
    6 |     PERFORM GENERATE-RANDOM-NUM.
"
43,918,,,OK,,VALID,918,FULL,
44,919,,,OK,,VALID,919,FULL,
45,920,,,OK (procedure-only fallback),,VALID,920,PROCEDURE_ONLY,"    1 |        IDENTIFICATION DIVISION.
    2 |        PROGRAM-ID. DUMMY.
    3 |        PROCEDURE DIVISION.
    4 | MAIN-PROCEDURE.
    5 |      DISPLAY ""-------------------------------------------------""
    6 |      DISPLAY ""- Welcome in the game tip lottery               -""
"
46,921,,,OK,,VALID,921,FULL,
47,922,,,OK,,VALID,922,FULL,
48,923,16,8,"mismatched input 'BINARY-LONG' expecting {BINARY, BIT, COMP, COMP_1, COMP_2, COMP_3, COMP_4, COMP_5, COMPUTATIONAL, COMPUTATIONAL_1, COMPUTATIONAL_2, COMPUTATIONAL_3, COMPUTATIONAL_4, COMPUTATIONAL_5, CONTROL_POINT, DATE, DISPLAY, DISPLAY_1, DOUBLE, EVENT, FUNCTION_POINTER, INDEX, IS, KANJI, LOCK, NATIONAL, PACKED_DECIMAL, POINTER, PROCEDURE_POINTER, REAL, TASK}",BINARY-LONG,PARSER_ERROR,923,FULL,"    6 | DATA DIVISION.
    7 | WORKING-STORAGE SECTION.
    8 | 01 R-CODE USAGE BINARY-LONG.
    9 | 01 ESC-KEY PIC 9.
   10 | 01 SRC-WIDTH PIC 999 VALUE 800.
"
49,924,,,OK,,VALID,924,FULL,
50,925,,,OK,,VALID,925,FULL,
51,926,46,7,"extraneous input '&' expecting {ABORT, ALIGNED, ALL, AS, ASCII, ASSOCIATED_DATA, ASSOCIATED_DATA_LENGTH, ATTRIBUTE, AUTO, AUTO_SKIP, BACKGROUND_COLOR, BACKGROUND_COLOUR, BEEP, BELL, BINARY, BIT, BLANK, BLINK, BOUNDS, BY, CAPABLE, CCSVERSION, CHANGED, CHANNEL, CLOSE_DISPOSITION, COBOL, COMMITMENT, COMMON, COMP, COMP_1, COMP_2, COMP_3, COMP_4, COMP_5, COMPUTATIONAL, COMPUTATIONAL_1, COMPUTATIONAL_2, COMPUTATIONAL_3, COMPUTATIONAL_4, COMPUTATIONAL_5, CONTENT, CONTROL_POINT, CONVENTION, CRUNCH, CURSOR, DATE, DEFAULT, DEFAULT_DISPLAY, DEFINITION, DFHRESP, DFHVALUE, DISK, DISPLAY, DISPLAY_1, DONTCARE, DOUBLE, EBCDIC, EMPTY_CHECK, ENTER, ENTRY_PROCEDURE, ERASE, EOL, EOS, ESCAPE, EVENT, EXCLUSIVE, EXPORT, EXTENDED, EXTERNAL, FALSE, FOREGROUND_COLOR, FOREGROUND_COLOUR, FULL, FUNCTIONNAME, FUNCTION_POINTER, GLOBAL, GRID, HIGHLIGHT, HIGH_VALUE, HIGH_VALUES, IMPLICIT, IMPORT, INDEX, INTEGER, IS, JUST, JUSTIFIED, KANJI, KEPT, KEYBOARD, LANGUAGE, LB, LD, LEADING, LEFTLINE, LENGTH_CHECK, LIBACCESS, LIBPARAMETER, LIBRARY, LIST, LOCAL, LOCK, LONG_DATE, LONG_TIME, LOWER, LOWLIGHT, LOW_VALUE, LOW_VALUES, MMDDYYYY, NAMED, NATIONAL, NATIONAL_EDITED, NETWORK, NO_ECHO, NULL_, NULLS, NUMERIC_DATE, NUMERIC_TIME, OCCURS, ODT, ORDERLY, OVERLINE, OWN, PACKED_DECIMAL, PASSWORD, PIC, PICTURE, POINTER, PORT, PRINTER, PRIVATE, PROCEDURE_POINTER, PROCESS, PROGRAM, PROMPT, QUOTE, QUOTES, READER, REMOTE, REAL, RECEIVED, RECORD, RECURSIVE, REDEFINES, REF, REFERENCE, REMOVE, REQUIRED, REVERSE_VIDEO, SAVE, SECURE, SHARED, SHAREDBYALL, SHAREDBYRUNUNIT, SHARING, SHORT_DATE, SIGN, SPACE, SPACES, STRING, SYMBOL, SYNC, SYNCHRONIZED, TASK, THREAD, THREAD_LOCAL, TIMER, TODAYS_DATE, TODAYS_NAME, TRAILING, TRUE, TRUNCATED, TYPE, TYPEDEF, UNDERLINE, USAGE, USING, VALUE, VALUES, VIRTUAL, WAIT, WITH, YEAR, YYYYMMDD, YYYYDDD, ZERO, ZERO_FILL, ZEROS, ZEROES, DOT_FS, NONNUMERICLITERAL, '66', '77', '88', INTEGERLITERAL, NUMERICLITERAL, IDENTIFIER}",&,PARSER_ERROR,926,FULL,"    5 | 01 name-length          constant 20.
    6 | 01 value-length         constant 132.
    7 | 01 database             pic x value 'test.db' & x'00'.
    8 | 01 db                   usage pointer.
    9 | 01 callback-proc        usage procedure-pointer.
"
52,927,,,OK (procedure-only fallback),,VALID,927,PROCEDURE_ONLY,"    1 |        IDENTIFICATION DIVISION.
    2 |        PROGRAM-ID. DUMMY.
    3 |        PROCEDURE DIVISION.
    4 | MAIN-PROCEDURE.
    5 |     PERFORM GENERATE-RANDOM-NUM.
    6 |     PERFORM SORTING-ARRAY.
